"id","__typename","createdAt","dateType","edRelation","laws","name","registrationDeadlineType","time","updatedAt","updater"
"941048d3-1f58-4447-a974-3cb28dd90081","State","2022-01-23T09:52:41.136Z","In the Election Office by","ED","","Vermont","Domestic Ballot Return Deadline","","2022-01-23T09:52:41.136Z",""
"eaee5b27-170e-45f8-bdd6-ba415b904c81","State","2022-01-23T09:52:38.943Z","Blank","ED","","Colorado","Domestic Ballot Return Deadline","7:00 PM","2022-01-23T09:52:38.943Z",""
"d5367d26-9bae-49bc-9ace-ae9faf086834","State","2022-01-23T09:52:40.013Z","Election Day Registration and Voting","ED","The registrar shall accept registrations of applicants who appear in person on election day. The registrar shall issue to each of these applicants a certificate entitling the applicant to be placed on the incoming voting list at the voting place. Only one certificate may be issued to a person. An applicant whose address has changed since the applicant last voted must vote using the ballot or ballots for the new polling place, if applicable, on election day.((§122)","Maine","Domestic Registration Deadline","","2022-01-23T09:52:40.013Z",""
"3da1c97b-6aa3-4bc1-8cdc-d28361122241","State","2022-01-23T09:52:40.371Z","Received by","ED","(4)If the ballots and registration forms are received before the close of the polls on election day and if the registration complies with the requirements of this act, the absent voter ballots shall be delivered to the proper election board to be tabulated.(168.759a Sec. 759a)","Michigan","Overseas Registration Deadline","8:00 PM","2022-01-23T09:52:40.371Z",""
"9d943a0e-46a9-4f94-91a4-2d9e343371b4","State","2022-01-23T09:52:40.171Z","Blank","ED - 20","The registrars, for the purpose of registering voters, shall hold such day and evening sessions as the town, by by-law, or the city, by ordinance, shall prescribe and such other sessions at locations as they deem necessary to allow voters to register and they may for such purposes, use mobile registration units; provided, however, that except as provided in sections thirty-four and fifty, registration for the next election shall take place no later than eight o'clock in the evening on the twentieth day preceding such election and no later than eight o'clock in the evening on the tenth day preceding a special town meeting. (Section 26. )","Massachusetts","Domestic Registration Deadline","8:00 PM","2022-01-23T09:52:40.171Z",""
"327654d8-bbc3-4404-8229-77eaf9d6c585","State","2022-01-23T09:52:39.796Z","Blank","ED - 1","","Kansas","Early Voting To","12:00 PM","2022-01-23T09:52:39.796Z",""
"506cdc5c-5c6e-49b1-ae48-f24ebdc0d821","State","2022-01-23T09:52:39.617Z","Post Received by","ED - 5","","Illinois","Domestic Ballot Request Deadline","","2022-01-23T09:52:39.617Z",""
"5afec7b8-4d41-4da6-8360-35788e1c1678","State","2022-01-23T09:52:41.134Z","Blank","ED","","Utah","Domestic Ballot Return Deadline","","2022-01-23T09:52:41.134Z",""
"8e95db37-ec2e-46c1-aa8c-88778800d008","State","2022-01-23T09:52:41.180Z","Blank","ED - 3","","WestVirginia","Early Voting To","","2022-01-23T09:52:41.180Z",""
"76e56314-1e8a-4137-a41f-571c5dcd2bdf","State","2022-01-23T09:52:40.692Z","Blank","Sat before ED (ED - 3)","","NewMexico","In-Person Absentee Voting To","6:00 PM","2022-01-23T09:52:40.692Z",""
"c954c938-0786-4e2d-8a23-0ef91bf13cbc","State","2022-01-23T09:52:41.040Z","Email or Fax by","ED","","SouthCarolina","Overseas Ballot Return Deadline","7:00 PM","2022-01-23T09:52:41.040Z",""
"9f12de8a-54c1-4e56-86fc-ba26feca88bf","State","2022-01-23T09:52:39.786Z","Postmarked by","ED","'-(b) Upon receipt of the ballot the elector shall mark it, sign the return identification envelope supplied with the ballot and comply with the instructions provided with the ballot. The elector may return the marked ballot to the county election officer by United States mail, if it is received by the county election officer by the date of the election, or personally deliver the ballot to the office of the county election officer before noon on the date of the election. The ballot shall be returned in the return identification envelope. The county election officer shall provide for the payment of postage for the return of ballot envelopes.(25-433.)","Kansas","Domestic Ballot Return Deadline","","2022-01-23T09:52:39.786Z",""
"53ece091-000b-40b3-986d-765822ef18a3","State","2022-01-23T09:52:39.801Z","Received by","ED","To be valid, a military-overseas ballot shall be received by the appropriate local election official not later than the time established by the election laws generally for the closing of the polls, which time shall not include the extra hour during which those voters may vote who were waiting in line to vote at the scheduled poll closing time.(117A.090 )","Kentucky","Overseas Ballot Return Deadline","6:00 PM","2022-01-23T09:52:39.801Z",""
"465b2ac7-1b7a-43d2-9a48-d6a47c09c385","State","2022-01-23T09:52:40.689Z","Post Received by","ED - 30","","NewJersey","Overseas Ballot Request Deadline","","2022-01-23T09:52:40.689Z",""
"408af82c-6b46-4050-90e3-f2728fc7af78","State","2022-01-23T09:52:41.253Z","Received by","ED - 15","","AmericanSamoa","Overseas Ballot Request Deadline","","2022-01-23T09:52:41.253Z",""
"4778648e-c2ba-45aa-a30a-416b1a1ebdd9","State","2022-01-23T09:52:40.687Z","Blank","ED - 28","F. Absentee ballots may be marked in person at the county clerk's office during the regular hours and days of business beginning on the twenty-eighth day preceding the election and from 10:00 a.m. to 6:00 p.m. on the Saturday immediately prior to the date of the election. The act of marking the absentee ballot in the office of the county clerk shall be a convenience to the voter in the delivery of the absentee ballot and does not make the office of the county clerk a polling place subject to the requirements of a polling place in the Election Code. If the county clerk establishes an additional alternate voting location near the clerk's office, absentee ballots may be marked in person at that location during the regular hours and days of business beginning on the twenty-eighth day preceding the election and during the hours for voting at alternate voting locations commencing on the third Saturday prior to the election through the Saturday immediately prior to the election. The additional alternate voting location shall be operated by the county clerk and the county clerk's staff.(1-6-5.)","NewMexico","Early Voting From","","2022-01-23T09:52:40.687Z",""
"5505e5a9-53af-407f-8112-5466aa8128aa","State","2022-01-23T09:52:39.606Z","Early Voting Period ends on","ED - 1","(a) The period for early voting by personal appearance begins the 40th day preceding a general primary, consolidated primary, consolidated, or general election and extends through the end of the day before election day.( Sec. 19A-15)","Illinois","Early Voting To","","2022-01-23T09:52:39.606Z",""
"4399865b-afc0-4aec-9599-46a75db81aa0","State","2022-01-23T09:52:40.877Z","Received by","ED - 25","","Oklahoma","Domestic Registration Deadline","","2022-01-23T09:52:40.877Z",""
"abf601dc-0c56-4f00-930d-00d68c5f4065","State","2022-01-23T09:52:41.249Z","Contact Local Election office","","","AmericanSamoa","In-Person Absentee Voting From","","2022-01-23T09:52:41.249Z",""
"8c811fdc-6828-46b9-886c-fb5a0831c60e","State","2022-01-23T09:52:40.868Z","Blank","ED - 1","","Ohio","Early Voting To","","2022-01-23T09:52:40.868Z",""
"82fcc404-7f85-4815-b7bc-120432b98870","State","2022-01-23T09:52:41.279Z","Received by","ED - 22","","Virginia","Domestic Registration Deadline","","2022-01-23T09:52:41.279Z",""
"204e86b0-2a19-4519-bb98-bfeb78776c66","State","2022-01-23T09:52:40.688Z","Received by","automatically mailed now"," Limitation on time to apply for absent ballot; public inspection authorized; issuance of absent ballot; immunity of county clerk.

      1.  A registered voter referred to in NRS 293.313 may, at any time before 5 p.m. on the seventh calendar day preceding any election, make an application to that clerk for an absent voter’s ballot. The application must be made available for public inspection.( 293.315 )","Nevada","Domestic Ballot Request Deadline","5:00 PM","2022-01-23T09:52:40.688Z",""
"8e9d7866-d470-4cb3-90de-2b163cf90cde","State","2022-01-23T09:52:40.945Z","Received by","ED - 21","","Oregon","Overseas Registration Deadline","","2022-01-23T09:52:40.945Z",""
"6724458a-2bbf-4ce7-87fe-53104b3f6688","State","2022-01-23T09:52:38.952Z","Blank","ED - 32","","Colorado","In-Person Absentee From","","2022-01-23T09:52:38.952Z",""
"262fdaf0-e22d-4d5f-903d-b8d0d1129b92","State","2022-01-23T09:52:41.280Z","Email or Fax by","ED - 50","","PuertoRico","Overseas Ballot Request Deadline","","2022-01-23T09:52:41.280Z",""
"ab48bd1b-085a-4a11-8075-9ec37ce38fac","State","2022-01-23T09:52:40.789Z","Postmarked by","ED","1. The  board  of  elections  shall  cause  all  military ballots received by it before the close of the polls on election day and all  ballots  contained  in envelopes showing a cancellation mark of the United States postal service or a foreign country's postal  service,  or showing  a  dated endorsement of receipt by another agency of the United States government or are signed and dated by the voter and  one  witness thereto,  with  a date which is ascertained to be not later than the day before election and received by such board of elections not  later  than seven  days  following  the day of a primary election and not later thanthirteen days following the day of a general or special election  to  be cast and counted.( 10-114)","NewYork","Overseas Ballot Return Deadline","","2022-01-23T09:52:40.789Z",""
"2662338d-1b4d-4dbd-8ada-0267b8829761","State","2022-01-23T09:52:40.866Z","Blank","ED - 3","","Oklahoma","In-Person Absentee Voting To","2:00 PM","2022-01-23T09:52:40.866Z",""
"2982d05e-4f48-4e47-bf5d-221bbde02bf2","State","2022-01-23T09:52:41.064Z","Postmarked by","ED","","Texas","Domestic Ballot Return Deadline","7:00 PM","2022-01-23T09:52:41.064Z",""
"b727e89d-3f9f-4ec5-ab28-16f05986ac95","State","2022-01-23T09:52:41.151Z","In-Person Request by","ED - 8","","Washington","Domestic Ballot Request Deadline","","2022-01-23T09:52:41.151Z",""
"812f025a-4753-4af5-bc6e-519227733e10","State","2022-01-23T09:52:40.681Z","Blank","ED - 3","","NewMexico","Early Voting To","","2022-01-23T09:52:40.681Z",""
"71826762-783b-4b7d-9871-8fca86f899ca","State","2022-01-23T09:52:38.939Z","Received by","ED - 7","(a) A printed application that is to be distributed to a voter for requesting a vote by mail voter’s ballot shall inform the voter that the application for the vote by mail voter’s ballot must be received by the elections official not later than seven days prior to the date of the election. (3006)","California","Domestic Ballot Request Deadline","","2022-01-23T09:52:38.939Z",""
"f4e6e3cd-240f-475c-bfc5-b866366fa0fc","State","2022-01-23T09:52:40.164Z","Blank","ED - 12","Each early voting center shall be open for voting as follows:
(1)  beginning the second Thursday before a primary or general election through the Thursday before the election.(§ 10-301.1))","Maryland","Early Voting From","10:00 AM","2022-01-23T09:52:40.164Z",""
"f5159e68-927f-4355-935d-ce007f972c6c","State","2022-01-23T09:52:41.062Z","Blank","ED - 30","","Texas","Domestic Registration Deadline","","2022-01-23T09:52:41.062Z",""
"8e27776f-06a2-4aeb-8369-2b8ff5949552","State","2022-01-23T09:52:40.384Z","Contact Local Election Office","ED - 1","","Missouri","in- Person Absentee Voting To","5:00 PM","2022-01-23T09:52:40.384Z",""
"094bbd1c-0356-4a5e-bb5d-8c1e626a9807","State","2022-01-23T09:52:40.689Z","Blank","ED - 2","","NewJersey","Early Voting To","","2022-01-23T09:52:40.689Z",""
"f213d3ae-4b09-43a6-b3b4-35883c122b65","State","2022-01-23T09:52:41.048Z","Received by","ED","","SouthDakota","Domestic Ballot Return Deadline","7:00 PM","2022-01-23T09:52:41.048Z",""
"065e9631-ffc0-4768-a54b-945585847947","State","2022-01-23T09:52:41.275Z","Postmarked by","ED - 50","","PuertoRico","Overseas Ballot Request Deadline","","2022-01-23T09:52:41.275Z",""
"717fb1d6-603d-43a3-89c4-ee52eb52a441","State","2022-01-23T09:52:41.174Z","Online by","ED - 20","","Wisconsin","Domestic Registration Deadline","","2022-01-23T09:52:41.174Z",""
"b7c6d520-de7e-4b68-b94c-74cea137ae51","State","2022-01-23T09:52:40.177Z","Blank","ED","Section 93. All absent voting ballots voted as provided in section ninety-two shall be received by the city or town clerk before the hour fixed for closing the polls.","Massachusetts","Domestic Ballot Return Deadline","","2022-01-23T09:52:40.177Z",""
"6e6a5b76-4dd2-4ea9-9ebe-7f6b43b67619","State","2022-01-23T09:52:41.175Z","Postmarked by","ED -20","","Wisconsin","Overseas Registration Deadline","","2022-01-23T09:52:41.175Z",""
"6e54273e-cca1-4c97-979b-4a3357976510","State","2022-01-23T09:52:39.795Z","(EO-don not use-phase out)","ED - 20","Varies by county","Kansas","Early Voting From","","2022-01-23T09:52:39.795Z",""
"ad3b6c12-e2d6-419a-b604-f47ebc3901bf","State","2022-01-23T09:52:39.610Z","Postmarked by","ED","Ballots voted under this Section must be returned postmarked no later than election day and received for counting at the central ballot counting location of the election authority during the period for counting provisional ballots, the last day of which is the 14th day following election day.(Sec. 20-2.","Illinois","Overseas Ballot Return Deadline","","2022-01-23T09:52:39.610Z",""
"974902f9-bc5e-48f0-8609-0716bf9b767c","State","2022-01-23T09:52:41.248Z","Received by","ED - 1","","Wyoming","Overseas Registration Deadline","","2022-01-23T09:52:41.248Z",""
"2f86aad2-97a2-470c-b67d-a60b649200a3","State","2022-01-23T09:52:41.037Z","Received by","ED","","SouthCarolina","Domestic Ballot Return Deadline","","2022-01-23T09:52:41.037Z",""
"0bb69bd6-647f-4ab1-b022-8133dccfefb9","State","2022-01-23T09:52:39.795Z","Discharged from federal service","ED -1","An elector who was a person in federal service within the meaning of K.S.A. 25-1214, and amendments thereto, and whose status in such federal service has been terminated by discharge from the armed forces, by separation from the merchant marine, or by termination of service or employment outside the territorial limits of the United States, too late to enable such person to register at the time when and place where registration is required, shall be entitled to register for the purpose of voting only at the next ensuing election after such discharge, separation, or termination of employment, as herein provided. Such elector shall execute and file with the county election officer of the county of his residence, not later than 12:00 o'clock noon on the day before the election, an affidavit in form to be prescribed by the secretary of state, establishing the eligibility of such elector to register under this section. (25-2302d)","Kansas","Domestic Registration Deadline","12:00 PM","2022-01-23T09:52:39.795Z",""
"6ba9b6e2-d3ce-4d83-b914-b362442e1079","State","2022-01-23T09:52:39.601Z","In person absentee voting","Friday before ED","(7)  The application for an absent elector’s ballot shall be signed personally by the applicant. The application for a mail-in absentee ballot shall be received by the county clerk not later than 5:00 p.m. on the eleventh day before the election. An application for in-person absentee voting at the absent elector’s polling place described in section 34-1006, Idaho Code, shall be received by the county clerk not later than 5:00 p.m. on the Friday before the election.(34-1002)","Idaho","Domestic Ballot Request Deadline","5:00 PM","2022-01-23T09:52:39.601Z",""
"c37716e4-2c95-4318-bff1-1b26f05562bd","State","2022-01-23T09:52:41.176Z","Not required","","","Wisconsin","Military Registration Deadline","","2022-01-23T09:52:41.176Z",""
"70ca6284-6775-450a-b9cb-aec6ca1af3cf","State","2022-01-23T09:52:39.792Z","Blank","ED - 20","All ballots shall be transmitted to the advance voting voter not more than 20 days before the election but within two business days of the receipt of such voter's application by the election officer or the commencement of such 20-day period.(25-1123)","Kansas","Early Voting From","","2022-01-23T09:52:39.792Z",""
"48645ef6-5c8b-44a9-9086-491143a0a60e","State","2022-01-23T09:52:40.681Z","Postmarked by","ED","","Nevada","Overseas Ballot Return Deadline","7:00 PM","2022-01-23T09:52:40.681Z",""
"5495b3dc-1f52-4a1f-a944-a77c75e482d3","State","2022-01-23T09:52:41.190Z","Post Received by","ED + 6","","WestVirginia","Domestic Ballot Return Deadline","","2022-01-23T09:52:41.190Z",""
"1a18d3aa-cf1d-4f6c-bdb8-374a5852f539","State","2022-01-23T09:52:38.859Z","Postmarked by","ED - 30","","Alaska","Overseas Registration Deadline","","2022-01-23T09:52:38.859Z",""
"c02c4f1c-0e8d-4f44-b2e0-f7994a2734fc","State","2022-01-23T09:52:40.396Z","other elections","ED - 15","","Nebraska","Early Voting From","","2022-01-23T09:52:40.396Z",""
"64b62c0b-8650-4db9-ad8e-566d3bc732c2","State","2022-01-23T09:52:41.157Z","Postmarked by","ED","The voter must be instructed to either return the ballot to the county auditor no later than 8:00 p.m. the day of the election or primary, or mail the ballot to the county auditor with a postmark no later than the day of the election or primary. Service and overseas voters must be provided with instructions and a privacy sheet for returning the ballot and signed declaration by fax or email. A voted ballot and signed declaration returned by fax or email must be received by 8:00 p.m. on the day of the election or primary.(29A.40.091)","Washington","Domestic Ballot Return Deadline","","2022-01-23T09:52:41.157Z",""
"b704448a-fea4-4b9a-9991-51dd9ddce037","State","2022-01-23T09:52:39.651Z","Request for Postal Ballot by","ED - 12","","Indiana","Overseas Ballot Request Deadline","11:59 PM","2022-01-23T09:52:39.651Z",""
"2a00d5c0-27d2-401b-891f-aa4c5b71905d","State","2022-01-23T09:52:40.189Z","Received by","ED","Section 93. All absent voting ballots voted as provided in section ninety-two shall be received by the city or town clerk before the hour fixed for closing the polls.","Massachusetts","Overseas Ballot Return Deadline","8:00 PM","2022-01-23T09:52:40.189Z",""
"86d1a718-5ed7-4e3e-bd39-ac140bd625bc","State","2022-01-23T09:52:40.382Z","Received by","ED - 21"," (a) At any time except during the 20 days immediately preceding any regularly scheduled election, an eligible voter or any individual who will be an eligible voter at the time of the next election may register to vote in the precinct in which the voter maintains residence by completing a voter registration application as described in section 201.071, subdivision 1. A completed application may be submitted:
(1) in person or by mail to the county auditor of that county or to the Secretary of State's Office; A registration that is received in person or by mail no later than 5:00 p.m. on the 21st day preceding any election, or a registration received electronically through the secretary of state's secure Web site no later than 11:59 p.m. on the 21st day preceding any election, shall be accepted.(201.061)","Minnesota","Domestic Registration Deadline","5:00 PM","2022-01-23T09:52:40.382Z",""
"556eb7b7-6f97-4d9a-b3bd-5d85313b6ad4","State","2022-01-23T09:52:40.390Z","Received by","ED -3","An application for a military-overseas ballot is timely if received by 5:00 p.m. on the Friday prior to the election. An application for a military-overseas ballot for a primary election, whether or not timely, shall be effective as an application for a military-overseas ballot for the general election.(115.912.)","Missouri","Overseas Ballot Request Deadline","5:00 PM","2022-01-23T09:52:40.390Z",""
"b80ce098-61df-4325-8bd9-1099088a2050","State","2022-01-23T09:52:39.795Z","","Not required","Whenever a ballot is requested pursuant to section 53.39 or 53.45 on behalf of a voter in the armed forces of the United States, the affidavit upon the envelope marked with the affidavit of such voter, if the voter is found to be an eligible elector of the county to which the ballot is submitted, shall constitute a sufficient registration under chapter 48A.(53.38)","Iowa","Overseas Registration Deadline","","2022-01-23T09:52:39.795Z",""
"c43fc37b-7574-4bc2-86f8-a6e46d530d0f","State","2022-01-23T09:52:40.669Z","Blank","ED-28","","Nevada","Domestic Registration Deadline","","2022-01-23T09:52:40.669Z",""
"34941cf6-cad0-4ba2-a991-ea2b4c7d6d3d","State","2022-01-23T09:52:38.939Z","Blank","ED - 7","","California","Overseas Ballot Request Deadline","","2022-01-23T09:52:38.939Z",""
"2df4ca11-041a-4c8f-b094-d1c0f82ee9d8","State","2022-01-23T09:52:40.008Z","Blank","ED - 7","A.(1)(a)(i) The period for conducting early voting shall be from fourteen days to seven days prior to any scheduled election.(§1309.)","Louisiana","Early Voting To","","2022-01-23T09:52:40.008Z",""
"f280b33a-2662-439a-9653-cb5eaf186555","State","2022-01-23T09:52:40.403Z","Blank","ED","Ballots issued under section 32-948 which are returned not later than the hour established for the closing of the polls shall be accepted for review by the counting board for early voting. Such ballots received by the election commissioner or county clerk after the close of the polls on election day shall remain sealed in the envelope on which the election commissioner or county clerk shall write Rejected, received on, and the date on which the ballot was received. If such a ballot was received on election day but after the close of the polls, the election commissioner or county clerk shall also write on the envelope the time at which the ballot was received. Such rejected ballots shall be segregated and stored in a sealed container designated for Rejected Early Ballots.(32-950)","Nebraska","Domestic Ballot Return Deadline","","2022-01-23T09:52:40.403Z",""
"cc4d38a5-371e-46c3-9188-89e0645a6327","State","2022-01-23T09:52:40.405Z","Email or Fax by","ED","(2) Voted ballots transmitted electronically by 8 p.m. on election day and received by 5 p.m. on the day after election day must be counted at the same time as provisional ballots are counted.(13-21-226)","Montana","Overseas Ballot Return Deadline","8:00 PM","2022-01-23T09:52:40.405Z",""
"065dab40-9dc8-4de6-ba4b-e98f8294453e","State","2022-01-23T09:52:41.192Z","Received by","ED - 15","","SouthDakota","Military Registration Deadline","","2022-01-23T09:52:41.192Z",""
"54dbb4f3-e954-4610-804d-39d8e517bf26","State","2022-01-23T09:52:40.011Z","Received by","ED","","Louisiana","Overseas Ballot Return Deadline","","2022-01-23T09:52:40.011Z",""
"ed0884e4-3b13-4b3a-9a40-33897d0c2ade","State","2022-01-23T09:52:38.951Z","Received by","ED - 7","(e) An application made pursuant to this section shall be received by the elections official having jurisdiction over the election no later than seven days prior to the date of the election if the application is made solely as an application for a vote by mail ballot. An application made pursuant to this section and deemed to be an affidavit of registration shall be effective only if it is postmarked on or before the 15th day prior to the election.(3102)","California","Overseas Ballot Request Deadline","","2022-01-23T09:52:38.951Z",""
"b91bb14f-5425-44ee-9871-ef314aafbb0a","State","2022-01-23T09:52:39.807Z","Received by","ED","All such ballots which reach the county election officer not later than the hour for closing of the polls on the date of any such election shall be delivered by the county election officer to the special election boards provided for in K.S.A. 25-1133 at the time prescribed by K.S.A. 25-1134 for delivery of absentee ballots.(25-1221)","Kansas","Overseas Ballot Return Deadline","7:00 PM","2022-01-23T09:52:39.807Z",""
"66effa51-aa49-443a-b123-6addb7cfed84","State","2022-01-23T09:52:39.606Z","Online by","ED - 16","","Illinois","Domestic Registration Deadline","","2022-01-23T09:52:39.606Z",""
"440c0d44-2912-4197-82dc-03220723e2c9","State","2022-01-23T09:52:40.362Z","Received by","On the Saturday before ED","(10) An absent uniformed services voter or an overseas voter who submits an absent voter ballot application is eligible to vote as an absent voter in any local, state, or federal election occurring in the calendar year in which the election is held for that ballot requested if the absent voter ballot application is received by the county, city, village, or township clerk not later than 2 p.m. of the Saturday before the election. (","Michigan","Overseas Ballot Request Deadline","2:00 PM","2022-01-23T09:52:40.362Z",""
"8eea84c0-466f-4342-942f-9280a4ed3c5f","State","2022-01-23T09:52:38.782Z","Request for Postal Ballot by","ED - 10","(b) An application requesting delivery of an absentee ballot to the applicant by mail must be received by the division of elections not less than 10 days before the election for which the absentee ballot is sought. An application for an absentee ballot for a state election from a qualified voter requesting delivery of an absentee ballot to the applicant by electronic transmission must be received by the division of elections not later than 5:00 p.m. Alaska time on the day before the election for which the absentee ballot is sought.(Sec. 15.20.081)","Alaska","Domestic Ballot Request Deadline","","2022-01-23T09:52:38.782Z",""
"f2173de5-33a5-4f46-b4bd-06d2e190525a","State","2022-01-23T09:52:40.871Z","Postmarked by","ED - 30","","Ohio","Overseas Registration Deadline","","2022-01-23T09:52:40.871Z",""
"3c2211e9-387c-44c4-a3e6-fdd96592c2d8","State","2022-01-23T09:52:40.812Z","Postmarked by","ED - 1","","NorthDakota","Domestic Ballot Return Deadline","","2022-01-23T09:52:40.812Z",""
"2bd2bbbc-59ed-42d0-a8f2-e349a325bb7e","State","2022-01-23T09:52:40.787Z","Blank","ED","(1) All ballots issued under the provisions of this Article and Article 21A of this Chapter shall be transmitted by mail or by commercial courier service, at the voter's expense, or delivered in person, or by the voter's near relative or verifiable legal guardian and received by the county board not later than 5:00 p.m. on the day of the statewide primary or general election or county bond election. Ballots issued under the provisions of Article 21A of this Chapter may also be electronically transmitted.(b)(1)(163-231)","NorthCarolina","Domestic Ballot Return Deadline","","2022-01-23T09:52:40.787Z",""
"49f4c798-0d0e-478b-8f6c-a6b55bdc4e59","State","2022-01-23T09:52:41.270Z","Received by","ED - 10","","Guam","Overseas Registration Deadline","8:00 PM","2022-01-23T09:52:41.270Z",""
"1de68859-99b4-4bcb-9544-776cf958b916","State","2022-01-23T09:52:41.032Z","Received by","ED - 1","","Pennsylvania","Overseas Ballot Request Deadline","","2022-01-23T09:52:41.032Z",""
"5df30432-f1d4-43ee-b2fc-4ab024969782","State","2022-01-23T09:52:38.909Z","Designated bearer Administrator","friday before ED","(3) (A (iii)  A designated bearer may deliver the completed application to the office of the county clerk of the county of residence of the applicant not later than the time the county clerk's office regularly closes on the day before the day of the election;
(iv)  A person declared as the authorized agent of the applicant may deliver the application to the office of the county clerk of the county of residence of the applicant not later than 1:30 p.m. on the day of the election;
(v)  An administrator may deliver the application in person at the office of the county clerk of the county of residence of the voter no later than the time the county clerk's office regularly closes on the day before election day; ( 7-5-404)","Arkansas","Domestic Ballot Request Deadline","","2022-01-23T09:52:38.909Z",""
"365b79bd-a879-4107-97d1-0cb1853b547d","State","2022-01-23T09:52:41.176Z","Email or Fax by","ED","","WestVirginia","Overseas Ballot Return Deadline","7:30 PM","2022-01-23T09:52:41.176Z",""
"c4e23d83-8a91-4c71-b169-12369f6a3098","State","2022-01-23T09:52:38.949Z","Blank","ED","(2) Voter service and polling centers must be open, at a minimum, for the fifteen-day period prior to and including the day of the election, except that voter service and polling centers are not required to be open on Sundays.(1-5-102.9)","Colorado","Early Voting To","","2022-01-23T09:52:38.949Z",""
"cd51ee41-d478-470f-ade5-eebc2e10908e","State","2022-01-23T09:52:39.766Z","Blank","ED","a. The sealed return envelope may be delivered by the registered voter, by the voter’s designee, or by the special precinct election officials designated pursuant to section 53.22, subsection 2, to the commissioner’s office no later than the time the polls are closed on election day. However, if delivered by the voter’s designee, the envelope shall be delivered within seventy-two hours of retrieving it from the voter or before the closing of the polls on election day, whichever is earlier.(53.17)","Iowa","Domestic Ballot Return Deadline","9:00 PM","2022-01-23T09:52:39.766Z",""
"77a9c8d0-3312-4bcd-866d-2afcc881e480","State","2022-01-23T09:52:40.020Z","Blank","ED","","Maine","Domestic Registration Deadline","","2022-01-23T09:52:40.020Z",""
"cd10f29f-f17d-4508-89cc-fb3010f734ed","State","2022-01-23T09:52:41.049Z","Blank","ED - 15","","SouthDakota","Domestic Registration Deadline","","2022-01-23T09:52:41.049Z",""
"13823b8b-e8cd-44cb-8f7b-7a8488f945dc","State","2022-01-23T09:52:40.005Z","Blank","ED","In order to be valid, an absentee ballot must be delivered to the municipal clerk at any time before the polls are closed.(§755)","Maine","Domestic Ballot Return Deadline","8:00 PM","2022-01-23T09:52:40.005Z",""
"4dac6da8-de20-4830-8ee7-b6c2416c4cad","State","2022-01-23T09:52:38.880Z","Blank","ED","A. The early voter shall make and sign the affidavit and shall then mark his ballot in such a manner that his vote cannot be seen.  The early voter shall fold the ballot, if a paper ballot, so as to conceal the vote and deposit the voted ballot in the envelope provided for that purpose, which shall be securely sealed and, together with the affidavit, delivered or mailed to the county recorder or other officer in charge of elections of the political subdivision in which the elector is registered or deposited by the voter or the voter's agent at any polling place in the county.  In order to be counted and valid, the ballot must be received by the county recorder or other officer in charge of elections or deposited at any polling place in the county no later than 7:00 p.m. on election day.(16-548.)","Arizona","Early Voting To","7:00 PM","2022-01-23T09:52:38.880Z",""
"dc032cb9-da25-482d-828c-4c5540aeef7f","State","2022-01-23T09:52:40.693Z","Request to Receive Blank Ballot by Mail by","ED - 30","","NewJersey","Overseas Ballot Request Deadline","","2022-01-23T09:52:40.693Z",""
"7d33c876-4662-42f4-a3b7-31543417be62","State","2022-01-23T09:52:40.018Z","Received by","ED","Notwithstanding the absentee ballot application deadline in section 753-B, subsection 2, paragraph D, upon receipt of an application or written request for an absentee ballot prior to 5 p.m. on election day from a uniformed service voter or overseas voter that is accepted pursuant to section 753-A or section 783, the clerk or the Secretary of State shall immediately issue an absentee ballot and return envelope by the authorized means designated by the voter in the application. If the ballot is to be transmitted to the voter by mail, the clerk or the Secretary of State shall type or write in ink the name and the residence address of the voter in the designated section of the return envelope. The Secretary of State shall provide a return envelope that moves free of postage under federal law.(§781-A)","Maine","Overseas Ballot Request Deadline","5:00 PM","2022-01-23T09:52:40.018Z",""
"07f3410b-89ac-4b92-9eec-9bf1c9431015","State","2022-01-23T09:52:39.603Z","Blank","ED - 27","There shall be no registration at the office of the county clerk or at the office of municipal and township or road district clerks serving as deputy registrars during the 27 days preceding any regular or special election at which the cards provided in this Article are used, or until the 2nd day following such regular or special election;(Sec. 4-6.)","Illinois","Domestic Registration Deadline","","2022-01-23T09:52:39.603Z",""
"a6a03374-89f6-419d-93f4-b3b908a98725","State","2022-01-23T09:52:40.398Z","Post Received by","ED + 4","","Nevada","Domestic Ballot Return Deadline","","2022-01-23T09:52:40.398Z",""
"dd7fe60a-91ca-4d0c-9d20-6f83f5507843","State","2022-01-23T09:52:40.411Z","Post Received by","ED","(1) A valid military-overseas ballot must be counted if it is received by 8 p.m. on election day or by 5 p.m. on the day after election day if transmitted electronically by 8 p.m. on election day.(13-21-226)","Montana","Overseas Ballot Return Deadline","8:00 PM","2022-01-23T09:52:40.411Z",""
"96eb78d1-cbc8-4c9f-9079-158bb7dc397b","State","2022-01-23T09:52:41.249Z","Received by","ED","","AmericanSamoa","Domestic Ballot Return Deadline","1:30 PM","2022-01-23T09:52:41.249Z",""
